"","Geneid","Length"
"797","ENSMUSG00000089334",101
"798","ENSMUSG00000060715",777
"799","ENSMUSG00000026098",7542
"800","ENSMUSG00000100763",535
"801","ENSMUSG00000026097",4711
"802","ENSMUSG00000100679",785
"803","ENSMUSG00000026096",6147
"804","ENSMUSG00000099913",3142
"805","ENSMUSG00000101838",1319
"806","ENSMUSG00000026095",3528
"807","ENSMUSG00000100267",323
"808","ENSMUSG00000099450",573
"809","ENSMUSG00000100069",339
"810","ENSMUSG00000096141",12767
"811","ENSMUSG00000092657",125
"812","ENSMUSG00000026094",5185
"813","ENSMUSG00000102405",1457
"814","ENSMUSG00000042807",12947
"815","ENSMUSG00000098443",72
"816","ENSMUSG00000087949",114
"817","ENSMUSG00000102868",2700
"818","ENSMUSG00000094013",107
"819","ENSMUSG00000025983",5021
"820","ENSMUSG00000041303",4925
"821","ENSMUSG00000109809",825
"822","ENSMUSG00000073678",16611
"823","ENSMUSG00000104136",1661
"824","ENSMUSG00000101130",579
"825","ENSMUSG00000052331",14175
"826","ENSMUSG00000101674",2666
"827","ENSMUSG00000102503",1410
"828","ENSMUSG00000089245",105
"829","ENSMUSG00000102642",2750
"830","ENSMUSG00000025982",11370
"831","ENSMUSG00000103030",1794
"832","ENSMUSG00000025981",4805
"833","ENSMUSG00000101122",806
"834","ENSMUSG00000025980",2642
"835","ENSMUSG00000073676",1474
"836","ENSMUSG00000100736",794
"837","ENSMUSG00000089670",991
"838","ENSMUSG00000025979",4855
"839","ENSMUSG00000061863",307
"840","ENSMUSG00000025978",5871
"841","ENSMUSG00000097649",1943
"842","ENSMUSG00000046994",11294
"843","ENSMUSG00000025977",3514
"844","ENSMUSG00000100215",396
"845","ENSMUSG00000101945",348
"846","ENSMUSG00000101085",893
"847","ENSMUSG00000038349",6687
"848","ENSMUSG00000102145",5027
"849","ENSMUSG00000100309",951
"850","ENSMUSG00000102831",1596
"851","ENSMUSG00000099950",2345
"852","ENSMUSG00000102491",353
"853","ENSMUSG00000100372",482
"854","ENSMUSG00000100944",156
"855","ENSMUSG00000101332",2053
"856","ENSMUSG00000045336",1392
"857","ENSMUSG00000038331",6788
"858","ENSMUSG00000087022",5779
"859","ENSMUSG00000104310",1838
"860","ENSMUSG00000094128",121
"861","ENSMUSG00000099945",2061
"862","ENSMUSG00000101429",3301
"863","ENSMUSG00000101129",977
"864","ENSMUSG00000097519",2052
"865","ENSMUSG00000038323",3235
"866","ENSMUSG00000048495",2808
"867","ENSMUSG00000025971",7878
"868","ENSMUSG00000077776",130
"869","ENSMUSG00000088353",157
"870","ENSMUSG00000101826",890
"871","ENSMUSG00000102685",2812
"872","ENSMUSG00000101151",627
"873","ENSMUSG00000038305",8041
"874","ENSMUSG00000091283",392
"875","ENSMUSG00000054770",12973
"876","ENSMUSG00000026039",7007
"877","ENSMUSG00000063558",8690
"878","ENSMUSG00000064294",7033
"879","ENSMUSG00000089275",108
"880","ENSMUSG00000038242",8416
"881","ENSMUSG00000089822",3723
"882","ENSMUSG00000079554",5771
"883","ENSMUSG00000103839",2623
"884","ENSMUSG00000051223",4033
"885","ENSMUSG00000026034",8132
"886","ENSMUSG00000026035",4291
"887","ENSMUSG00000026036",7763
"888","ENSMUSG00000026037",3857
"889","ENSMUSG00000094245",107
"890","ENSMUSG00000085054",4616
"891","ENSMUSG00000038174",12041
"892","ENSMUSG00000026032",763
"893","ENSMUSG00000100202",352
"894","ENSMUSG00000099490",888
"895","ENSMUSG00000059647",552
"896","ENSMUSG00000047528",3396
"897","ENSMUSG00000102059",936
"898","ENSMUSG00000101046",764
"899","ENSMUSG00000026031",12669
"900","ENSMUSG00000100236",451
"901","ENSMUSG00000026029",2893
"902","ENSMUSG00000102719",3841
"903","ENSMUSG00000099719",944
"904","ENSMUSG00000026028",7088
"905","ENSMUSG00000026027",7256
"906","ENSMUSG00000047383",878
"907","ENSMUSG00000099752",1193
"908","ENSMUSG00000072295",2204
"909","ENSMUSG00000077616",131
"910","ENSMUSG00000038079",2389
"911","ENSMUSG00000097573",2309
"912","ENSMUSG00000079550",7063
"913","ENSMUSG00000101586",2092
"914","ENSMUSG00000099563",1383
"915","ENSMUSG00000026024",9496
"916","ENSMUSG00000026023",2507
"917","ENSMUSG00000099922",1013
"918","ENSMUSG00000104502",1638
"919","ENSMUSG00000041075",4532
"920","ENSMUSG00000097819",3587
"921","ENSMUSG00000047361",5484
"922","ENSMUSG00000099811",694
"923","ENSMUSG00000101409",421
"924","ENSMUSG00000026021",2076
"925","ENSMUSG00000089276",85
"926","ENSMUSG00000103821",1872
"927","ENSMUSG00000101400",385
"928","ENSMUSG00000026020",10758
"929","ENSMUSG00000077345",87
"930","ENSMUSG00000077358",84
"931","ENSMUSG00000089512",81
"932","ENSMUSG00000089093",84
"933","ENSMUSG00000067336",17983
"934","ENSMUSG00000104052",3438
"935","ENSMUSG00000103131",721
"936","ENSMUSG00000041040",7290
"937","ENSMUSG00000103696",5415
"938","ENSMUSG00000100901",1622
"939","ENSMUSG00000026018",5356
"940","ENSMUSG00000026019",11955
"941","ENSMUSG00000026017",14557
"942","ENSMUSG00000082609",431
"943","ENSMUSG00000073664",28441
"944","ENSMUSG00000100516",227
"945","ENSMUSG00000049439",2286
"946","ENSMUSG00000103822",1058
"947","ENSMUSG00000026782",8543
"948","ENSMUSG00000026014",20498
"949","ENSMUSG00000081562",228
"950","ENSMUSG00000084400",417
"951","ENSMUSG00000082160",459
"952","ENSMUSG00000103215",1430
"953","ENSMUSG00000088973",106
"954","ENSMUSG00000084151",737
"955","ENSMUSG00000101188",1218
"956","ENSMUSG00000026012",6122
"957","ENSMUSG00000086795",845
"958","ENSMUSG00000085965",388
"959","ENSMUSG00000104069",2110
"960","ENSMUSG00000083118",793
"961","ENSMUSG00000083355",763
"962","ENSMUSG00000102549",1401
"963","ENSMUSG00000026011",2330
"964","ENSMUSG00000081382",525
"965","ENSMUSG00000080800",236
"966","ENSMUSG00000026009",3430
"967","ENSMUSG00000102561",2485
"968","ENSMUSG00000082804",552
"969","ENSMUSG00000082661",1455
"970","ENSMUSG00000080785",702
"971","ENSMUSG00000100893",538
"972","ENSMUSG00000085248",1120
"973","ENSMUSG00000085447",892
"974","ENSMUSG00000086408",658
"975","ENSMUSG00000089546",103
"976","ENSMUSG00000100965",506
"977","ENSMUSG00000102168",282
"978","ENSMUSG00000100381",390
"979","ENSMUSG00000086009",851
"980","ENSMUSG00000052062",13153
"981","ENSMUSG00000103656",2736
"982","ENSMUSG00000104402",3029
"983","ENSMUSG00000104081",1365
"984","ENSMUSG00000085842",1984
"985","ENSMUSG00000103002",920
"986","ENSMUSG00000100344",278
"987","ENSMUSG00000101509",259
"988","ENSMUSG00000085019",770
"989","ENSMUSG00000102359",2518
"990","ENSMUSG00000085400",862
"991","ENSMUSG00000100750",1452
"992","ENSMUSG00000081950",240
"993","ENSMUSG00000084333",878
"994","ENSMUSG00000025969",11842
"995","ENSMUSG00000100811",733
"996","ENSMUSG00000103032",2556
"997","ENSMUSG00000100426",871
"998","ENSMUSG00000040865",17713
"999","ENSMUSG00000104991",105
"1000","ENSMUSG00000088953",114
"1001","ENSMUSG00000081617",368
"1002","ENSMUSG00000081429",246
"1003","ENSMUSG00000084799",2880
"1004","ENSMUSG00000101599",9720
"1005","ENSMUSG00000025968",8086
"1006","ENSMUSG00000077884",89
"1007","ENSMUSG00000025967",2532
"1008","ENSMUSG00000098850",176
"1009","ENSMUSG00000064612",78
"1010","ENSMUSG00000105060",35
"1011","ENSMUSG00000064602",132
"1012","ENSMUSG00000046856",2496
"1013","ENSMUSG00000094290",126
"1014","ENSMUSG00000086730",911
"1015","ENSMUSG00000102536",479
"1016","ENSMUSG00000087561",882
"1017","ENSMUSG00000092705",138
"1018","ENSMUSG00000027520",12659
"1019","ENSMUSG00000094214",104
"1020","ENSMUSG00000083039",617
"1021","ENSMUSG00000081643",646
"1022","ENSMUSG00000025964",17907
"1023","ENSMUSG00000087823",103
"1024","ENSMUSG00000069085",6143
"1025","ENSMUSG00000083066",504
"1026","ENSMUSG00000025963",1719
"1027","ENSMUSG00000025962",5873
"1028","ENSMUSG00000025961",1758
"1029","ENSMUSG00000080817",752
"1030","ENSMUSG00000082373",998
"1031","ENSMUSG00000044689",1432
"1032","ENSMUSG00000025959",8131
"1033","ENSMUSG00000097272",3196
"1034","ENSMUSG00000098487",64
"1035","ENSMUSG00000086836",378
"1036","ENSMUSG00000086721",465
"1037","ENSMUSG00000101895",1288
"1038","ENSMUSG00000093228",70
"1039","ENSMUSG00000099658",219
"1040","ENSMUSG00000025958",13742
"1041","ENSMUSG00000025956",3005
"1042","ENSMUSG00000101832",512
"1043","ENSMUSG00000100437",325
"1044","ENSMUSG00000087213",2341
"1045","ENSMUSG00000070871",3456
"1046","ENSMUSG00000045005",6915
"1047","ENSMUSG00000102140",4368
"1048","ENSMUSG00000051344",10921
"1049","ENSMUSG00000097264",379
"1050","ENSMUSG00000084416",654
"1051","ENSMUSG00000077471",156
"1052","ENSMUSG00000025955",4209
"1053","ENSMUSG00000090042",653
"1054","ENSMUSG00000070870",723
"1055","ENSMUSG00000067299",1028
"1056","ENSMUSG00000025952",786
"1057","ENSMUSG00000073658",634
"1058","ENSMUSG00000100774",210
"1059","ENSMUSG00000044429",730
"1060","ENSMUSG00000100846",733
"1061","ENSMUSG00000044816",2667
"1062","ENSMUSG00000025950",2771
"1063","ENSMUSG00000025949",19211
"1064","ENSMUSG00000025946",2582
"1065","ENSMUSG00000100503",272
"1066","ENSMUSG00000100504",680
"1067","ENSMUSG00000099383",168
"1068","ENSMUSG00000100340",322
"1069","ENSMUSG00000100439",308
"1070","ENSMUSG00000099819",405
"1071","ENSMUSG00000082565",642
"1072","ENSMUSG00000082774",313
"1073","ENSMUSG00000025945",627
"1074","ENSMUSG00000081623",743
"1075","ENSMUSG00000083242",341
"1076","ENSMUSG00000083289",412
"1077","ENSMUSG00000015222",16449
"1078","ENSMUSG00000088850",137
"1079","ENSMUSG00000073656",1661
"1080","ENSMUSG00000065694",151
"1081","ENSMUSG00000055567",14425
"1082","ENSMUSG00000103375",1727
"1083","ENSMUSG00000026005",3113
"1084","ENSMUSG00000026004",6664
"1085","ENSMUSG00000102559",3106
"1086","ENSMUSG00000102374",2577
"1087","ENSMUSG00000102776",4597
"1088","ENSMUSG00000082057",1359
"1089","ENSMUSG00000103706",2654
"1090","ENSMUSG00000103756",1139
"1091","ENSMUSG00000103382",2179
"1092","ENSMUSG00000103553",4689
"1093","ENSMUSG00000026003",2005
"1094","ENSMUSG00000082769",495
"1095","ENSMUSG00000089420",63
"1096","ENSMUSG00000077328",130
"1097","ENSMUSG00000061816",2074
"1098","ENSMUSG00000094191",378
"1099","ENSMUSG00000082212",1384
"1100","ENSMUSG00000026000",6863
"1101","ENSMUSG00000025991",5555
"1102","ENSMUSG00000086204",678
"1103","ENSMUSG00000077745",129
"1104","ENSMUSG00000082473",1984
"1105","ENSMUSG00000095282",78
"1106","ENSMUSG00000085075",526
"1107","ENSMUSG00000104395",2303
"1108","ENSMUSG00000096031",102
"1109","ENSMUSG00000087329",576
"1110","ENSMUSG00000062209",12355
"1111","ENSMUSG00000102449",1353
"1112","ENSMUSG00000083795",447
"1113","ENSMUSG00000080539",94
"1114","ENSMUSG00000103307",2069
"1115","ENSMUSG00000104508",1406
"1116","ENSMUSG00000103642",2369
"1117","ENSMUSG00000103809",3243
"1118","ENSMUSG00000087514",480
"1119","ENSMUSG00000084332",386
"1120","ENSMUSG00000101387",751
"1121","ENSMUSG00000099804",3029
"1122","ENSMUSG00000100354",3432
"1123","ENSMUSG00000101156",2508
"1124","ENSMUSG00000025997",11613
"1125","ENSMUSG00000100815",3487
"1126","ENSMUSG00000099954",1875
"1127","ENSMUSG00000103402",1886
"1128","ENSMUSG00000053153",6764
"1129","ENSMUSG00000089345",275
"1130","ENSMUSG00000080524",126
"1131","ENSMUSG00000101730",88
"1132","ENSMUSG00000103052",2400
"1133","ENSMUSG00000104287",5837
"1134","ENSMUSG00000075952",107
"1135","ENSMUSG00000045648",7689
"1136","ENSMUSG00000026196",5659
"1137","ENSMUSG00000089965",379
"1138","ENSMUSG00000101551",775
"1139","ENSMUSG00000050296",14808
"1140","ENSMUSG00000101617",78
"1141","ENSMUSG00000026192",7985
"1142","ENSMUSG00000026193",11685
"1143","ENSMUSG00000073652",2091
"1144","ENSMUSG00000101834",351
"1145","ENSMUSG00000100319",877
"1146","ENSMUSG00000102689",3521
"1147","ENSMUSG00000099707",1541
"1148","ENSMUSG00000101211",3067
"1149","ENSMUSG00000101848",1093
"1150","ENSMUSG00000101764",741
"1151","ENSMUSG00000059483",480
"1152","ENSMUSG00000101496",598
"1153","ENSMUSG00000102123",2048
"1154","ENSMUSG00000039395",2284
"1155","ENSMUSG00000094655",191
"1156","ENSMUSG00000097131",5335
"1157","ENSMUSG00000094050",191
"1158","ENSMUSG00000093956",191
"1159","ENSMUSG00000093843",191
"1160","ENSMUSG00000026189",1516
"1161","ENSMUSG00000026188",3054
"1162","ENSMUSG00000026187",2555
"1163","ENSMUSG00000039372",4553
"1164","ENSMUSG00000085812",529
"1165","ENSMUSG00000039354",5728
"1166","ENSMUSG00000110712",1282
"1167","ENSMUSG00000039342",4588
"1168","ENSMUSG00000110487",589
"1169","ENSMUSG00000110596",214
"1170","ENSMUSG00000046330",1410
"1171","ENSMUSG00000039323",1847
"1172","ENSMUSG00000026185",6006
"1173","ENSMUSG00000101968",1396
"1174","ENSMUSG00000026182",437
"1175","ENSMUSG00000102266",2534
"1176","ENSMUSG00000101112",516
"1177","ENSMUSG00000100697",334
"1178","ENSMUSG00000099877",2587
"1179","ENSMUSG00000098697",154
"1180","ENSMUSG00000101812",562
"1181","ENSMUSG00000100044",996
"1182","ENSMUSG00000100444",3970
"1183","ENSMUSG00000100429",660
"1184","ENSMUSG00000100301",2442
"1185","ENSMUSG00000101344",790
"1186","ENSMUSG00000088666",126
"1187","ENSMUSG00000098504",99
"1188","ENSMUSG00000055322",16010
"1189","ENSMUSG00000061815",2329
"1190","ENSMUSG00000026180",3048
"1191","ENSMUSG00000048480",1491
"1192","ENSMUSG00000087820",67
"1193","ENSMUSG00000094768",107
"1194","ENSMUSG00000006304",2033
"1195","ENSMUSG00000064272",1075
"1196","ENSMUSG00000006299",3458
"1197","ENSMUSG00000101503",334
"1198","ENSMUSG00000026179",7832
"1199","ENSMUSG00000103013",319
"1200","ENSMUSG00000006301",12659
"1201","ENSMUSG00000099931",3265
"1202","ENSMUSG00000103403",2866
"1203","ENSMUSG00000073650",2211
"1204","ENSMUSG00000026177",3705
"1205","ENSMUSG00000026176",3334
"1206","ENSMUSG00000065468",85
"1207","ENSMUSG00000026175",3551
"1208","ENSMUSG00000033364",11081
"1209","ENSMUSG00000103227",2962
"1210","ENSMUSG00000026174",3826
"1211","ENSMUSG00000026173",7045
"1212","ENSMUSG00000026135",11355
"1213","ENSMUSG00000093155",77
"1214","ENSMUSG00000026172",2192
"1215","ENSMUSG00000026171",2181
"1216","ENSMUSG00000033276",6437
"1217","ENSMUSG00000033257",11527
"1218","ENSMUSG00000026170",2173
"1219","ENSMUSG00000006542",3682
"1220","ENSMUSG00000098351",93
"1221","ENSMUSG00000033227",2192
"1222","ENSMUSG00000099472",758
"1223","ENSMUSG00000026167",2468
"1224","ENSMUSG00000089964",1930
"1225","ENSMUSG00000090071",2799
"1226","ENSMUSG00000055197",1617
"1227","ENSMUSG00000006546",1193
"1228","ENSMUSG00000065616",64
"1229","ENSMUSG00000047021",7817
"1230","ENSMUSG00000089653",517
"1231","ENSMUSG00000006538",3048
"1232","ENSMUSG00000103145",1590
"1233","ENSMUSG00000026162",1118
"1234","ENSMUSG00000026205",2167
"1235","ENSMUSG00000033159",5635
"1236","ENSMUSG00000049339",2999
"1237","ENSMUSG00000026197",1772
"1238","ENSMUSG00000026198",5315
"1239","ENSMUSG00000099519",5231
"1240","ENSMUSG00000033124",5762
"1241","ENSMUSG00000026199",5142
"1242","ENSMUSG00000026200",5905
"1243","ENSMUSG00000099204",116
"1244","ENSMUSG00000026201",4518
"1245","ENSMUSG00000026202",3701
"1246","ENSMUSG00000096094",1123
"1247","ENSMUSG00000026203",4249
"1248","ENSMUSG00000026204",4249
"1249","ENSMUSG00000101840",386
"1250","ENSMUSG00000033061",1032
"1251","ENSMUSG00000100556",215
"1252","ENSMUSG00000026209",4289
"1253","ENSMUSG00000026208",3754
"1254","ENSMUSG00000085653",867
"1255","ENSMUSG00000026207",12741
"1256","ENSMUSG00000086053",472
"1257","ENSMUSG00000033021",2395
"1258","ENSMUSG00000033007",2727
"1259","ENSMUSG00000102605",2192
"1260","ENSMUSG00000032997",3856
"1261","ENSMUSG00000026211",8467
"1262","ENSMUSG00000051703",2504
"1263","ENSMUSG00000032968",1475
"1264","ENSMUSG00000082745",177
"1265","ENSMUSG00000026213",5743
"1266","ENSMUSG00000082059",348
"1267","ENSMUSG00000006576",8599
"1268","ENSMUSG00000083244",492
"1269","ENSMUSG00000082528",1676
"1270","ENSMUSG00000082012",790
"1271","ENSMUSG00000099996",487
"1272","ENSMUSG00000101763",400
"1273","ENSMUSG00000100827",675
"1274","ENSMUSG00000100553",2188
"1275","ENSMUSG00000098611",84
"1276","ENSMUSG00000100534",2456
"1277","ENSMUSG00000102904",3766
"1278","ENSMUSG00000089326",94
"1279","ENSMUSG00000026235",8054
"1280","ENSMUSG00000099141",116
"1281","ENSMUSG00000101849",1849
"1282","ENSMUSG00000101506",292
"1283","ENSMUSG00000065215",164
"1284","ENSMUSG00000102052",854
"1285","ENSMUSG00000004872",6187
"1286","ENSMUSG00000032908",4002
"1287","ENSMUSG00000099561",1450
"1288","ENSMUSG00000102945",818
"1289","ENSMUSG00000026245",2620
"1290","ENSMUSG00000101798",261
"1291","ENSMUSG00000104018",1479
"1292","ENSMUSG00000090486",3310
"1293","ENSMUSG00000012187",1558
"1294","ENSMUSG00000099364",2092
"1295","ENSMUSG00000100562",1011
"1296","ENSMUSG00000032883",4357
"1297","ENSMUSG00000079470",7679
"1298","ENSMUSG00000099377",1724
"1299","ENSMUSG00000099706",3283
"1300","ENSMUSG00000047330",2657
"1301","ENSMUSG00000101324",689
"1302","ENSMUSG00000072978",443
"1303","ENSMUSG00000050711",2515
"1304","ENSMUSG00000099562",1355
"1305","ENSMUSG00000077782",126
"1306","ENSMUSG00000054702",2878
"1307","ENSMUSG00000102235",1513
"1308","ENSMUSG00000073643",6488
"1309","ENSMUSG00000104497",1791
"1310","ENSMUSG00000026248",1644
"1311","ENSMUSG00000026249",8287
"1312","ENSMUSG00000067106",891
"1313","ENSMUSG00000100397",478
"1314","ENSMUSG00000099753",264
"1315","ENSMUSG00000096297",107
"1316","ENSMUSG00000102518",1829
"1317","ENSMUSG00000099552",2333
"1318","ENSMUSG00000043230",3357
"1319","ENSMUSG00000101257",1461
"1320","ENSMUSG00000103404",1167
"1321","ENSMUSG00000004364",4873
"1322","ENSMUSG00000103076",1683
"1323","ENSMUSG00000103525",1818
"1324","ENSMUSG00000101722",3220
"1325","ENSMUSG00000090637",2082
"1326","ENSMUSG00000101483",968
"1327","ENSMUSG00000110100",594
"1328","ENSMUSG00000038608",18267
"1329","ENSMUSG00000103192",3556
"1330","ENSMUSG00000104488",1856
"1331","ENSMUSG00000102721",1833
"1332","ENSMUSG00000099949",452
"1333","ENSMUSG00000099918",472
"1334","ENSMUSG00000054976",12508
"1335","ENSMUSG00000104029",2004
"1336","ENSMUSG00000101986",2929
"1337","ENSMUSG00000087008",985
"1338","ENSMUSG00000100561",706
"1339","ENSMUSG00000103571",1804
"1340","ENSMUSG00000098797",104
"1341","ENSMUSG00000055980",9144
"1342","ENSMUSG00000022591",2822
"1343","ENSMUSG00000026142",6966
"1344","ENSMUSG00000104493",2833
"1345","ENSMUSG00000100786",1682
"1346","ENSMUSG00000096779",121
"1347","ENSMUSG00000067158",10612
"1348","ENSMUSG00000079465",9967
"1349","ENSMUSG00000065055",98
"1350","ENSMUSG00000097564",4343
"1351","ENSMUSG00000026150",9757
"1352","ENSMUSG00000101450",1017
"1353","ENSMUSG00000026149",1508
"1354","ENSMUSG00000099771",183
"1355","ENSMUSG00000102280",1046
"1356","ENSMUSG00000100170",365
"1357","ENSMUSG00000100744",391
"1358","ENSMUSG00000093782",53
"1359","ENSMUSG00000026159",8384
"1360","ENSMUSG00000113880",806
"1361","ENSMUSG00000113973",796
"1362","ENSMUSG00000113846",829
"1363","ENSMUSG00000113084",830
"1364","ENSMUSG00000113925",828
"1365","ENSMUSG00000114011",639
"1366","ENSMUSG00000113097",933
"1367","ENSMUSG00000101784",1426
"1368","ENSMUSG00000038496",3065
"1369","ENSMUSG00000100432",630
"1370","ENSMUSG00000100190",957
"1371","ENSMUSG00000113267",1015
"1372","ENSMUSG00000104423",1093
"1373","ENSMUSG00000101315",992
"1374","ENSMUSG00000099691",372
"1375","ENSMUSG00000026166",1421
"1376","ENSMUSG00000101173",398
"1377","ENSMUSG00000053161",2140
"1378","ENSMUSG00000101896",841
"1379","ENSMUSG00000084443",121
"1380","ENSMUSG00000026163",9602
"1381","ENSMUSG00000079140",788
"1382","ENSMUSG00000104374",1289
"1383","ENSMUSG00000104219",803
"1384","ENSMUSG00000100580",2146
"1385","ENSMUSG00000094946",121
"1386","ENSMUSG00000077736",124
"1387","ENSMUSG00000045658",8172
"1388","ENSMUSG00000102750",1644
"1389","ENSMUSG00000101934",546
"1390","ENSMUSG00000098851",113
"1391","ENSMUSG00000036766",4784
"1392","ENSMUSG00000104396",2897
"1393","ENSMUSG00000102481",4255
"1394","ENSMUSG00000093254",77
"1395","ENSMUSG00000026219",16601
"1396","ENSMUSG00000103505",2033
"1397","ENSMUSG00000104503",4716
"1398","ENSMUSG00000073633",2148
"1399","ENSMUSG00000026220",3352
"1400","ENSMUSG00000096802",891
"1401","ENSMUSG00000099693",255
"1402","ENSMUSG00000052477",3827
"1403","ENSMUSG00000064281",591
"1404","ENSMUSG00000098842",80
"1405","ENSMUSG00000061852",603
"1406","ENSMUSG00000089976",189
"1407","ENSMUSG00000101279",694
"1408","ENSMUSG00000089844",1603
"1409","ENSMUSG00000073631",372
"1410","ENSMUSG00000072109",2323
"1411","ENSMUSG00000090128",193
"1412","ENSMUSG00000091199",764
"1413","ENSMUSG00000089716",1474
"1414","ENSMUSG00000079457",2496
"1415","ENSMUSG00000090252",890
